,FIRE_NUMBER,FIRE_YEAR,RESPONSE_TYPE_DESC,IGNITION_DATE,FIRE_OUT_DATE,FIRE_CAUSE,FIRE_LABEL,FIRE_CENTRE,ZONE,FIRE_ID,FIRE_TYPE,INCIDENT_NAME,GEOGRAPHIC_DESCRIPTION,LATITUDE,LONGITUDE,CURRENT_SIZE,FEATURE_CODE,OBJECTID,SE_ANNO_CAD_DATA,fme_feature_type,geometry
211,G70009,1989,,19890428130000,19890428210000,Person,1989-G70009,4.0,7.0,4070009,Fire,,,55.589,-120.558,91.0,JA70003000,4997179,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5580000004 55.589)
212,G70003,1985,,19850515140000,19850517105900,Person,1985-G70003,4.0,7.0,4070003,Fire,,,55.597,-120.665,131.0,JA70003000,4985251,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.665 55.5970000003)
213,G70056,1995,,19950508170000,,Person,1995-G70056,4.0,7.0,4070056,Fire,,,55.6,-120.583,2.0,JA70003000,5014822,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5829999997 55.6)
214,G70002,1993,,19930518130000,19930518195800,Unknown,1993-G70002,4.0,7.0,4070002,Fire,,,55.607,-120.653,1.0,JA70003000,5009007,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6529999992 55.6070000003)
215,G70045,1988,,19881019200000,19881020080000,Person,1988-G70045,4.0,7.0,4070045,Fire,,,55.616,-120.779,0.1,JA70003000,4995163,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7790000006 55.616)
216,G70028,1980,,19800428100000,19800504170600,Person,1980-G70028,4.0,7.0,4070028,Fire,,,55.611,-120.652,121.5,JA70003000,4972959,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6520000006 55.6109999998)
217,G70110,1974,,19740621210000,19740621213000,Lightning,1974-G70110,4.0,7.0,4070110,Fire,,,55.619,-120.773,0.1,JA70003000,4958474,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7729999993 55.6190000002)
218,G70017,1998,,19980430103000,19980430160000,Person,1998-G70017,4.0,7.0,4070017,Fire,,,55.6167,-120.65,12.0,JA70003000,5017620,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6500000005 55.6166667)
219,G70224,1998,,19980708074500,19980708090000,Unknown,1998-G70224,4.0,7.0,4070224,Fire,,,55.6167,-120.5667,0.0,JA70003000,5017641,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5666666997 55.6166666998)
220,G70506,1971,,19710823,19710823030600,Person,1971-G70506,4.0,7.0,4070506,Fire,,,55.626,-120.743,0.1,JA70003000,4951840,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7430000003 55.6260000004)
221,G70055,1995,,19950509141500,19950511085700,Person,1995-G70055,4.0,7.0,4070055,Fire,,,55.633,-120.683,272.0,JA70003000,5014804,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6829999999 55.6330000001)
222,G70001,1993,,19930512130000,19930512172900,Person,1993-G70001,4.0,7.0,4070001,Fire,,,55.634,-120.637,0.5,JA70003000,5009006,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6370000005 55.6340000001)
223,G70015,1989,,19890502160000,19890502195700,Person,1989-G70015,4.0,7.0,4070015,Fire,,,55.643,-120.716,4.0,JA70003000,4996507,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7160000007 55.6430000002)
224,G70001,1989,,19890425135000,19890425155900,Person,1989-G70001,4.0,7.0,4070001,Fire,,,55.652,-120.526,12.0,JA70003000,4997131,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5259999997 55.6520000003)
225,G70077,1981,,19810810120000,19810826180500,Unknown,1981-G70077,4.0,7.0,4070077,Fire,,,55.662,-120.678,3.9,JA70003000,4975514,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6779999997 55.6619999997)
226,G70021,1998,,19980501130000,19980501210000,Person,1998-G70021,4.0,7.0,4070021,Fire,,,55.6667,-120.6667,11.0,JA70003000,5017622,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6667000006 55.6666666997)
227,G70024,1990,,19900719130000,,Person,1990-G70024,4.0,7.0,4070024,Fire,,,55.696,-120.558,0.5,JA70003000,4999749,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5579999997 55.6960000002)
228,G70163,1973,,19730812120000,19730812165400,Person,1973-G70163,4.0,7.0,4070163,Fire,,,55.76,-120.639,0.1,JA70003000,4955973,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6390000005 55.7600000003)
229,G70020,1989,,19890505080000,19890505210000,Person,1989-G70020,4.0,7.0,4070020,Fire,,,55.768,-120.81,243.0,JA70003000,4996512,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.8099999995 55.7679999997)
230,G70035,1980,,19800505190000,19800505230600,Person,1980-G70035,4.0,7.0,4070035,Fire,,,55.775,-120.773,1.0,JA70003000,4973166,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7730000003 55.7749999997)
231,G70031,1980,,19800505040000,19800505185900,Person,1980-G70031,4.0,7.0,4070031,Fire,,,55.626,-121.415,2.0,JA70003000,4973004,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.4149999993 55.6260000004)
232,G70026,1980,,19800504070000,19800504220400,Person,1980-G70026,4.0,7.0,4070026,Fire,,,55.611,-121.415,1.8,JA70003000,4972957,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.4149999996 55.611)
233,G70023,1991,,19910501,19910501202900,Unknown,1991-G70023,4.0,7.0,4070023,Fire,,,55.705,-121.4,2.0,JA70003000,5002773,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3999999998 55.7050000003)
234,G70516,1998,,19980930160000,,Lightning,1998-G70516,4.0,7.0,4070516,Fire,,,55.65,-121.4,,JA70003000,5017741,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.4000000003 55.6499999999)
235,G70010,1982,,19820529200000,19820530173400,Person,1982-G70010,4.0,7.0,4070010,Fire,,,55.619,-121.402,80.0,JA70003000,4979272,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.4020000008 55.619)
236,GI0126,1971,,19710512130000,19710513083600,Unknown,1971-GI0126,4.0,18.0,4180126,Fire,,,55.713,-121.389,60.7,JA70003000,4951202,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3889999999 55.7130000003)
237,G70078,1981,,19810826125800,19810826173400,Lightning,1981-G70078,4.0,7.0,4070078,Fire,,,55.694,-121.389,0.1,JA70003000,4975515,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3889999997 55.6940000003)
238,G70023,1988,,19881001170000,19881002153000,Person,1988-G70023,4.0,7.0,4070023,Fire,,,55.598,-121.4,0.0,JA70003000,4994737,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3999999999 55.5979999998)
239,G70023,1985,,19850704180000,19850705121800,Lightning,1985-G70023,4.0,7.0,4070023,Fire,,,55.662,-121.376,0.1,JA70003000,4985245,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3759999995 55.6620000004)
240,G70007,1991,,19910420120000,19910420200000,Person,1991-G70007,4.0,7.0,4070007,Fire,,,55.696,-121.369,1.6,JA70003000,5002550,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3689999995 55.6960000001)
241,GI0033,1978,,19781017140000,19781018120000,Person,1978-GI0033,4.0,18.0,4180033,Fire,,,55.597,-121.376,0.2,JA70003000,4967464,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3760000007 55.5969999998)
242,G70348,1999,,19991018220000,19991021170000,Person,1999-G70348,4.0,7.0,4070348,Fire,,,55.6333,-121.3667,217.0,JA70003000,5020596,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3666666994 55.6333333002)
243,G70022,1989,,19890505130000,19890506115900,Unknown,1989-G70022,4.0,7.0,4070022,Fire,,,55.616,-121.368,550.0,JA70003000,4996556,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3680000002 55.616)
244,G70006,1990,,19900505110000,19900505205800,Person,1990-G70006,4.0,7.0,4070006,Fire,,,55.616,-121.353,2.0,JA70003000,4999745,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3529999997 55.6159999997)
245,G70005,1989,,19890426200000,19890507100000,Person,1989-G70005,4.0,7.0,4070005,Fire,,,55.625,-121.337,1040.0,JA70003000,4997135,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3369999999 55.625)
246,G00375,1967,,19670825160000,19670909121200,Person,1967-G00375,4.0,0.0,4000375,Fire,,,55.597,-121.325,706.1,JA70003000,4941484,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3250000004 55.597)
247,GI0118,1976,,19761021130000,19761026120000,Person,1976-GI0118,4.0,18.0,4180118,Fire,,,55.626,-121.312,40.5,JA70003000,4963939,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3120000003 55.6259999996)
248,G70012,1991,,19910421150000,19910422195800,Person,1991-G70012,4.0,7.0,4070012,Fire,,,55.598,-121.289,329.0,JA70003000,5002721,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2889999995 55.5980000002)
249,G70036,1989,,19890429120000,19890429155900,Person,1989-G70036,4.0,7.0,4070036,Fire,,,55.634,-121.274,10.0,JA70003000,4995843,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2740000004 55.6340000004)
250,G00361,1967,,19670818110000,19670819150600,Person,1967-G00361,4.0,0.0,4000361,Fire,,,55.597,-121.273,0.2,JA70003000,4941532,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2730000005 55.5970000002)
251,G70022,1983,,19830807090000,19830807110000,Person,1983-G70022,4.0,7.0,4070022,Fire,,,55.604,-121.26,0.1,JA70003000,4980928,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2599999996 55.6040000002)
252,G70012,1989,,19890426130000,19890429140000,Person,1989-G70012,4.0,7.0,4070012,Fire,,,55.598,-121.258,9.0,JA70003000,4997183,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2579999993 55.598)
253,G70014,1989,,19890502130000,19890502150200,Person,1989-G70014,4.0,7.0,4070014,Fire,,,55.705,-121.242,2.2,JA70003000,4996506,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2420000002 55.7050000004)
254,GI0031,1976,,19760503190000,19760503213600,Person,1976-GI0031,4.0,18.0,4180031,Fire,,,55.619,-121.247,0.4,JA70003000,4963922,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2470000003 55.619)
255,GI0048,1974,,19740615160000,19740615190600,Person,1974-GI0048,4.0,18.0,4180048,Fire,,,55.611,-121.247,0.8,JA70003000,4959033,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2470000007 55.6109999996)
256,GI0019,1977,,19770425130000,19770426060600,Person,1977-GI0019,4.0,18.0,4180019,Fire,,,55.604,-121.247,5.0,JA70003000,4965137,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2469999993 55.6040000001)
257,G00330,1969,,19690806210000,19690808120600,Person,1969-G00330,4.0,0.0,4000330,Fire,,,55.655,-121.23,16.1,JA70003000,4945604,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2299999992 55.655)
258,G00324,1969,,19690806220000,19690807223600,Person,1969-G00324,4.0,0.0,4000324,Fire,,,55.655,-121.23,6.4,JA70003000,4944895,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2299999992 55.655)
259,GI0016,1977,,19770425120000,19770426080600,Person,1977-GI0016,4.0,18.0,4180016,Fire,,,55.604,-121.234,94.0,JA70003000,4964979,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2339999995 55.6039999997)
260,G70041,1980,,19800502170000,19800502230500,Person,1980-G70041,4.0,7.0,4070041,Fire,,,55.611,-121.217,3.5,JA70003000,4973214,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2169999999 55.6110000001)
261,G70020,1980,,19800502130000,19800503100500,Person,1980-G70020,4.0,7.0,4070020,Fire,,,55.611,-121.217,5.0,JA70003000,4972951,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2169999999 55.6110000001)
262,G70003,1982,,19820519130000,19820526160500,Person,1982-G70003,4.0,7.0,4070003,Fire,,,55.59,-121.217,80.0,JA70003000,4979265,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2170000006 55.5900000004)
263,G70097,1981,,19810911120000,19810912194000,Person,1981-G70097,4.0,7.0,4070097,Fire,,,55.655,-121.204,0.5,JA70003000,4975719,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2039999997 55.6549999996)
264,G70032,1989,,19890513130000,19890513155900,Unknown,1989-G70032,4.0,7.0,4070032,Fire,,,55.705,-121.195,3.5,JA70003000,4995895,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1950000001 55.7049999999)
265,G70044,1981,,19810815193000,19810816000600,Person,1981-G70044,4.0,7.0,4070044,Fire,,,55.705,-121.191,0.2,JA70003000,4975746,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1910000005 55.7049999999)
266,G70030,1972,,19720522,19720523222300,Person,1972-G70030,4.0,7.0,4070030,Fire,,,55.705,-121.191,97.1,JA70003000,4953790,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1910000005 55.7049999999)
267,G70025,1980,,19800503130000,19800514181800,Person,1980-G70025,4.0,7.0,4070025,Fire,,,55.597,-121.204,400.0,JA70003000,4972956,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2040000006 55.5970000002)
268,GI0303,1974,,19741022160000,19741023120000,Person,1974-GI0303,4.0,18.0,4180303,Fire,,,55.59,-121.204,30.3,JA70003000,4959202,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2040000002 55.5900000002)
269,G70345,1999,,19991016170000,,Unknown,1999-G70345,4.0,7.0,4070345,Fire,,,55.6,-121.2,,JA70003000,5020594,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1999999997 55.5999999998)
270,G70045,1995,,19950507160000,19950510125900,Person,1995-G70045,4.0,7.0,4070045,Fire,,,55.585,-121.2,35.0,JA70003000,5014803,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1999999997 55.5850000003)
271,G70059,1984,,19840915160000,19840919140600,Person,1984-G70059,4.0,7.0,4070059,Fire,,,55.694,-121.152,0.1,JA70003000,4983333,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1519999993 55.6940000001)
272,G70006,1987,,19870424111500,19870428095900,Person,1987-G70006,4.0,7.0,4070006,Fire,,,55.67,-121.148,15.0,JA70003000,4992212,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1480000003 55.6699999998)
273,GI0021,1979,,19791016100000,19791016180000,Person,1979-GI0021,4.0,18.0,4180021,Fire,,,55.633,-121.152,5.0,JA70003000,4969183,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1519999998 55.6330000004)
274,G70012,1987,,19870507130000,19870509170000,Person,1987-G70012,4.0,7.0,4070012,Fire,,,55.652,-121.148,453.0,JA70003000,4992218,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1480000005 55.6520000002)
275,G70017,1984,,19840727153000,19840728122300,Lightning,1984-G70017,4.0,7.0,4070017,Fire,,,55.611,-121.152,0.1,JA70003000,4983442,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1520000001 55.6109999998)
276,G70344,1999,,19991017170000,19991023170000,Person,1999-G70344,4.0,7.0,4070344,Fire,,,55.6167,-121.15,198.4,JA70003000,5020593,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1499999997 55.6166666996)
277,G70006,1984,,19840613130800,19840614130200,Person,1984-G70006,4.0,7.0,4070006,Fire,,,55.626,-121.087,0.2,JA70003000,4983347,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0870000007 55.626)
278,G70005,1984,,19840602110000,19840604155900,Person,1984-G70005,4.0,7.0,4070005,Fire,,,55.626,-121.087,2.0,JA70003000,4983346,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0870000007 55.626)
279,G70012,1985,,19850531121500,19850601120200,Unknown,1985-G70012,4.0,7.0,4070012,Fire,,,55.684,-121.075,12.5,JA70003000,4985260,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0750000001 55.6840000003)
280,G70074,1981,,19810825223000,19810826120000,Lightning,1981-G70074,4.0,7.0,4070074,Fire,,,55.633,-121.075,0.1,JA70003000,4975511,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0749999997 55.633)
281,G70060,1973,,19730522150000,19730524151200,Person,1973-G70060,4.0,7.0,4070060,Fire,,,55.698,-121.062,229.4,JA70003000,4955952,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0619999995 55.698)
282,G70053,1985,,19850715130000,19850717225900,Lightning,1985-G70053,4.0,7.0,4070053,Fire,,,55.669,-121.049,0.1,JA70003000,4986960,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0489999994 55.6690000001)
283,G70049,1991,,19910817140000,19910829100000,Person,1991-G70049,4.0,7.0,4070049,Fire,,,55.643,-120.921,113.2,JA70003000,5002216,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.9210000001 55.6429999998)
284,G70031,1992,,19920707200000,19920709170800,Lightning,1992-G70031,4.0,7.0,4070031,Fire,,,55.634,-120.89,2.5,JA70003000,5006687,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.89 55.6340000002)
285,G70014,1983,,19830529150000,19830530082900,Person,1983-G70014,4.0,7.0,4070014,Fire,,,55.662,-120.497,4.0,JA70003000,4980822,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4969999997 55.6620000003)
286,G70050,1999,,,,Unknown,1999-G70050,4.0,7.0,4070050,Nuisance Fire,,,55.5167,-120.5083,,JA70003000,5021657,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5083332998 55.5166666997)
287,G70088,1971,,19710506,19710506000600,Person,1971-G70088,4.0,7.0,4070088,Fire,,,55.59,-120.493,1617.1,JA70003000,4951781,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4929999994 55.5899999998)
288,G70070,1991,,19911007120000,19911007183000,Unknown,1991-G70070,4.0,7.0,4070070,Fire,,,55.705,-120.464,3.0,JA70003000,5002634,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4640000001 55.7050000002)
289,G70062,1985,,19850720120000,19850720173600,Unknown,1985-G70062,4.0,7.0,4070062,Fire,,,55.626,-120.467,0.5,JA70003000,4986968,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4670000003 55.6259999996)
290,G70008,1990,,19900712200000,19900713165900,Lightning,1990-G70008,4.0,7.0,4070008,Fire,,,55.652,-120.463,4.0,JA70003000,4999747,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4630000005 55.6520000004)
291,G70025,1976,,19760430100000,19760501100600,Unknown,1976-G70025,4.0,7.0,4070025,Fire,,,55.583,-120.467,90.9,JA70003000,4964051,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4670000003 55.5830000001)
292,G70006,1992,,19920504144500,19920505094400,Person,1992-G70006,4.0,7.0,4070006,Fire,,,55.58,-120.463,70.0,JA70003000,5005758,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4629999998 55.5799999998)
293,G70505,1998,,19980829140000,19980904200000,Person,1998-G70505,4.0,7.0,4070505,Fire,,,55.7,-120.4167,0.0,JA70003000,5017739,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4166666992 55.6999999998)
294,G70056,1990,,19900920130000,19900923100000,Person,1990-G70056,4.0,7.0,4070056,Fire,,,55.652,-120.4,0.0,JA70003000,5000205,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4000000002 55.6519999997)
295,G70099,1981,,19810912160000,19810913081100,Person,1981-G70099,4.0,7.0,4070099,Fire,,,55.619,-120.402,0.1,JA70003000,4975721,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.4019999997 55.6189999997)
296,G70068,1991,,19911006130000,19911007120000,Person,1991-G70068,4.0,7.0,4070068,Fire,,,55.616,-120.4,3.5,JA70003000,5002590,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.3999999994 55.616)
297,G70173,1971,,19710511,19710511000600,Person,1971-G70173,4.0,7.0,4070173,Fire,,,55.532,-120.389,698.0,JA70003000,4951833,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.3889999993 55.5319999997)
298,G70006,1976,,19760427160000,19760428134200,Unknown,1976-G70006,4.0,7.0,4070006,Fire,,,55.539,-120.376,140.5,JA70003000,4964049,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.3759999997 55.5390000003)
299,G70024,1989,,19890505150000,19890505213000,Person,1989-G70024,4.0,7.0,4070024,Fire,,,55.518,-120.371,100.6,JA70003000,4996558,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.3710000005 55.5179999997)
300,G70109,1974,,19740621160000,19740623220600,Lightning,1974-G70109,4.0,7.0,4070109,Fire,,,55.568,-120.363,0.1,JA70003000,4958473,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.3630000002 55.5680000002)
301,G70004,1992,,19920503123000,19920505222800,Person,1992-G70004,4.0,7.0,4070004,Fire,,,55.509,-120.371,50.0,JA70003000,5005732,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.3710000001 55.5089999999)
302,G70098,1981,,19810828183000,19810912140600,Lightning,1981-G70098,4.0,7.0,4070098,Fire,,,55.546,-120.337,0.1,JA70003000,4975720,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.3369999995 55.5460000001)
303,G70032,1996,,19960614220000,19960615132000,Person,1996-G70032,4.0,7.0,4070032,Fire,,,55.692,-120.3,0.0,JA70003000,5015007,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2999999993 55.6920000001)
304,G70075,1991,,19911019160000,,Person,1991-G70075,4.0,7.0,4070075,Fire,,,55.67,-120.289,0.1,JA70003000,5002639,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2889999993 55.6700000001)
305,G70022,1988,,19880930150000,19880930220200,Person,1988-G70022,4.0,7.0,4070022,Fire,,,55.625,-120.289,0.0,JA70003000,4994736,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2889999993 55.6249999998)
306,G70063,1992,,19920813200000,19920814115900,Lightning,1992-G70063,4.0,7.0,4070063,Fire,,,55.491,-120.292,0.0,JA70003000,5005892,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2920000006 55.491)
307,G70010,1994,,19940601140000,19940602160000,Person,1994-G70010,4.0,7.0,4070010,Fire,,,55.65,-120.267,30.0,JA70003000,5012318,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.2669999999 55.6500000003)
